Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2011,Murder,Solved,Southwark,Black
1,20 to 24,Male,Blunt Implement,No,Jan 2011,Murder,Solved,Greenwich,Asian
1,0 to 12,Male,Not known/Not Recorded,No,Jan 2011,Murder,Solved,Bexley,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Jan 2011,Murder,Solved,Hackney,White
1,25 to 34,Female,Not known/Not Recorded,Yes,Jan 2011,Murder,Solved,Waltham Forest,Asian
1,25 to 34,Male,Blunt Implement,No,Jan 2011,Murder,Solved,Waltham Forest,White
1,13 to 19,Male,Other Method of Killing,No,Jan 2011,Murder,Solved,Waltham Forest,Black
1,65 and over,Male,Knife or Sharp Implement,Yes,Jan 2011,Murder,Solved,Enfield,Black
1,35 to 44,Male,Blunt Implement,No,Jan 2011,Murder,Solved,Newham,White
1,0 to 12,Male,Other Method of Killing,No,Jan 2011,Murder,Solved,Havering,White
1,35 to 44,Male,"Physical Assault, no weapon",No,Feb 2011,Murder,Solved,Lambeth,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,Feb 2011,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Feb 2011,Murder,Solved,Lambeth,Black
1,0 to 12,Male,Knife or Sharp Implement,No,Feb 2011,Murder,Solved,Southwark,Black
1,0 to 12,Female,Knife or Sharp Implement,No,Feb 2011,Murder,Solved,Southwark,Black
1,35 to 44,Female,Other Method of Killing,No,Feb 2011,Manslaughter,Solved,Lewisham,Asian
1,35 to 44,Male,Knife or Sharp Implement,No,Feb 2011,Murder,Solved,Lewisham,White
1,65 and over,Female,Blunt Implement,No,Feb 2011,Murder,Solved,Lewisham,White
1,25 to 34,Female,Blunt Implement,No,Feb 2011,Murder,Solved,Bromley,White
1,20 to 24,Male,Knife or Sharp Implement,No,Feb 2011,Murder,Unsolved,Bromley,White
1,20 to 24,Male,Other Method of Killing,No,Feb 2011,Murder,Solved,Greenwich,Asian
1,65 and over,Male,Knife or Sharp Implement,Yes,Feb 2011,Murder,Solved,Redbridge,White
1,0 to 12,Male,Other Method of Killing,No,Mar 2011,Manslaughter,Solved,Camden,White
1,55 to 64,Female,Other Method of Killing,No,Mar 2011,Manslaughter,Solved,Lewisham,Asian
1,55 to 64,Male,Not known/Not Recorded,No,Mar 2011,Murder,Solved,Greenwich,White
1,35 to 44,Female,Knife or Sharp Implement,No,Mar 2011,Murder,Solved,Sutton,White
1,65 and over,Male,Other Method of Killing,Yes,Mar 2011,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Unrecorded,Other Method of Killing,No,Mar 2011,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Female,"Physical Assault, no weapon",No,Mar 2011,Murder,Solved,Tower Hamlets,Not Recorded / Unknown
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2011,Murder,Solved,Tower Hamlets,Black
1,55 to 64,Male,Knife or Sharp Implement,No,Mar 2011,Murder,Solved,Waltham Forest,White
1,25 to 34,Male,"Physical Assault, no weapon",No,Mar 2011,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male,Shooting,No,Apr 2011,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Shooting,No,Apr 2011,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2011,Murder,Solved,Camden,Black
1,20 to 24,Female,Knife or Sharp Implement,Yes,Apr 2011,Murder,Solved,Haringey,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Apr 2011,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Female,Knife or Sharp Implement,Yes,Apr 2011,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,No,Apr 2011,Murder,Solved,Waltham Forest,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2011,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Apr 2011,Murder,Solved,Enfield,Black
1,13 to 19,Female,Knife or Sharp Implement,No,May 2011,Murder,Solved,Wandsworth,Black
1,13 to 19,Male,Knife or Sharp Implement,No,May 2011,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Blunt Implement,No,May 2011,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,No,May 2011,Murder,Solved,Camden,Other
1,20 to 24,Male,Knife or Sharp Implement,No,May 2011,Murder,Unsolved,Ealing,Black
1,20 to 24,Male,Knife or Sharp Implement,No,May 2011,Murder,Solved,Ealing,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,May 2011,Murder,Solved,Haringey,Asian
1,65 and over,Male,Knife or Sharp Implement,No,May 2011,Murder,Solved,Lewisham,White
1,35 to 44,Male,Shooting,No,May 2011,Murder,Unsolved,Tower Hamlets,White
1,25 to 34,Male,Shooting,No,May 2011,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2011,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Shooting,No,Jun 2011,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Shooting,No,Jun 2011,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Shooting,No,Jun 2011,Murder,Solved,Lambeth,Black
1,55 to 64,Female,Knife or Sharp Implement,Yes,Jun 2011,Murder,Solved,Barnet,Asian
1,65 and over,Female,"Physical Assault, no weapon",Yes,Jun 2011,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2011,Murder,Solved,Islington,Black
1,25 to 34,Male,"Physical Assault, no weapon",No,Jun 2011,Murder,Solved,Haringey,White
1,35 to 44,Male,"Physical Assault, no weapon",Yes,Jun 2011,Murder,Solved,Lewisham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2011,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,"Physical Assault, no weapon",No,Jul 2011,Manslaughter,Solved,Wandsworth,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2011,Murder,Solved,Barnet,White
1,20 to 24,Male,Knife or Sharp Implement,No,Jul 2011,Murder,Solved,Southwark,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Jul 2011,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,No,Jul 2011,Murder,Solved,Greenwich,Black
1,35 to 44,Male,Shooting,No,Jul 2011,Murder,Solved,Croydon,Black
1,35 to 44,Male,Blunt Implement,No,Jul 2011,Murder,Solved,Croydon,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Jul 2011,Murder,Solved,Bexley,Black
1,25 to 34,Female,"Physical Assault, no weapon",Yes,Jul 2011,Murder,Solved,Newham,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2011,Murder,Solved,Hillingdon,White
1,20 to 24,Female,Knife or Sharp Implement,No,Aug 2011,Murder,Solved,Hillingdon,White
1,20 to 24,Male,Shooting,No,Aug 2011,Murder,Solved,Lambeth,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Aug 2011,Murder,Solved,Brent,White
1,65 and over,Male,"Physical Assault, no weapon",No,Aug 2011,Murder,Solved,Ealing,White
1,25 to 34,Male,Blunt Implement,No,Aug 2011,Murder,Solved,Ealing,Black
1,25 to 34,Male,Other Method of Killing,No,Aug 2011,Manslaughter,Solved,Islington,White
1,13 to 19,Male,Blunt Implement,No,Aug 2011,Murder,Solved,Bromley,White
1,35 to 44,Male,Blunt Implement,No,Aug 2011,Murder,Solved,Croydon,White
1,20 to 24,Male,Shooting,No,Aug 2011,Murder,Solved,Croydon,Black
1,25 to 34,Male,Shooting,No,Aug 2011,Murder,Unsolved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2011,Murder,Solved,Redbridge,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2011,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2011,Murder,Solved,Enfield,White
1,35 to 44,Female,Blunt Implement,Yes,Sep 2011,Murder,Solved,Kingston Upon Thames,Asian
1,35 to 44,Male,"Physical Assault, no weapon",No,Sep 2011,Murder,Solved,Brent,White
1,20 to 24,Female,Knife or Sharp Implement,Yes,Sep 2011,Murder,Solved,Brent,Black
1,55 to 64,Male,Other Method of Killing,No,Sep 2011,Murder,Solved,Barnet,White
1,35 to 44,Male,"Physical Assault, no weapon",No,Sep 2011,Murder,Solved,Islington,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2011,Murder,Solved,Haringey,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2011,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Oct 2011,Murder,Solved,Merton,Asian
1,45 to 54,Female,"Physical Assault, no weapon",Yes,Oct 2011,Murder,Solved,Croydon,White
1,55 to 64,Female,Knife or Sharp Implement,No,Oct 2011,Murder,Solved,Bexley,White
1,25 to 34,Male,"Physical Assault, no weapon",No,Oct 2011,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Yes,Oct 2011,Murder,Solved,Hackney,White
1,35 to 44,Male,Knife or Sharp Implement,No,Oct 2011,Murder,Solved,Barking & Dagenham,Asian
1,55 to 64,Male,Blunt Implement,No,Oct 2011,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,"Physical Assault, no weapon",No,Nov 2011,Murder,Solved,Wandsworth,White
1,35 to 44,Male,Other Method of Killing,Yes,Nov 2011,Murder,Solved,Wandsworth,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Nov 2011,Murder,Solved,Brent,Black
1,65 and over,Male,Blunt Implement,No,Nov 2011,Murder,Solved,Haringey,White
1,20 to 24,Male,Shooting,No,Nov 2011,Murder,Unsolved,Southwark,Asian
1,25 to 34,Female,Knife or Sharp Implement,Yes,Nov 2011,Murder,Solved,Southwark,Black
1,20 to 24,Female,Knife or Sharp Implement,Yes,Nov 2011,Murder,Solved,Lewisham,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Nov 2011,Murder,Solved,Greenwich,Black
1,20 to 24,Female,"Physical Assault, no weapon",Yes,Dec 2011,Murder,Solved,Ealing,Asian
1,45 to 54,Male,Knife or Sharp Implement,No,Dec 2011,Murder,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Yes,Dec 2011,Murder,Solved,Greenwich,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2011,Murder,Solved,Bexley,White
1,25 to 34,Female,Blunt Implement,Yes,Dec 2011,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male,"Physical Assault, no weapon",No,Dec 2011,Murder,Solved,Tower Hamlets,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Dec 2011,Murder,Solved,Newham,White
1,13 to 19,Male,Knife or Sharp Implement,No,Dec 2011,Murder,Solved,Westminster,Black
1,65 and over,Male,Other Method of Killing,No,Jan 2012,Manslaughter,Unsolved,Hounslow,White
1,20 to 24,Male,Shooting,No,Jan 2012,Murder,Solved,Camden,Black
1,55 to 64,Male,Other Method of Killing,No,Jan 2012,Murder,Solved,Bexley,White
1,20 to 24,Female,Knife or Sharp Implement,Yes,Jan 2012,Murder,Solved,Hackney,White
1,25 to 34,Male,"Physical Assault, no weapon",No,Feb 2012,Murder,Solved,Wandsworth,Black
1,65 and over,Male,Other Method of Killing,No,Feb 2012,Manslaughter,Solved,Hillingdon,Black
1,35 to 44,Male,"Physical Assault, no weapon",No,Feb 2012,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Feb 2012,Murder,Solved,Camden,White
1,25 to 34,Male,Shooting,No,Feb 2012,Murder,Solved,Haringey,White
1,65 and over,Male,Other Method of Killing,No,Feb 2012,Manslaughter,Solved,Haringey,White
1,55 to 64,Male,Knife or Sharp Implement,No,Feb 2012,Murder,Unsolved,Lewisham,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Feb 2012,Murder,Solved,Croydon,Asian
1,13 to 19,Female,"Physical Assault, no weapon",No,Feb 2012,Murder,Solved,Redbridge,Black
1,25 to 34,Female,"Physical Assault, no weapon",Yes,Feb 2012,Murder,Solved,Hammersmith & Fulham,White
1,13 to 19,Male,Knife or Sharp Implement,No,Mar 2012,Murder,Solved,Lambeth,Black
1,45 to 54,Female,Knife or Sharp Implement,Yes,Mar 2012,Murder,Solved,Ealing,White
1,65 and over,Male,Blunt Implement,No,Mar 2012,Murder,Solved,Haringey,White
1,65 and over,Female,Knife or Sharp Implement,Yes,Mar 2012,Murder,Solved,Lewisham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Mar 2012,Murder,Solved,Croydon,White
1,25 to 34,Female,Not known/Not Recorded,Yes,Mar 2012,Murder,Solved,Hackney,White
1,25 to 34,Female,Not known/Not Recorded,Yes,Apr 2012,Murder,Solved,Camden,Other
1,55 to 64,Male,Knife or Sharp Implement,No,Apr 2012,Murder,Solved,Islington,White
1,35 to 44,Male,Knife or Sharp Implement,No,Apr 2012,Murder,Solved,Southwark,White
1,55 to 64,Male,Blunt Implement,No,Apr 2012,Murder,Solved,Croydon,White
1,45 to 54,Male,Knife or Sharp Implement,No,Apr 2012,Murder,Solved,Westminster,White
1,0 to 12,Female,"Physical Assault, no weapon",No,May 2012,Murder,Solved,Wandsworth,White
1,0 to 12,Male,"Physical Assault, no weapon",No,May 2012,Murder,Solved,Wandsworth,White
1,20 to 24,Male,"Physical Assault, no weapon",No,May 2012,Murder,Solved,Merton,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2012,Murder,Solved,Brent,White
1,45 to 54,Male,"Physical Assault, no weapon",No,May 2012,Murder,Solved,Camden,White
1,45 to 54,Female,Knife or Sharp Implement,Yes,May 2012,Murder,Solved,Haringey,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,May 2012,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,May 2012,Murder,Solved,Tower Hamlets,Asian
1,13 to 19,Male,"Physical Assault, no weapon",No,May 2012,Murder,Solved,Redbridge,White
1,35 to 44,Male,Knife or Sharp Implement,No,May 2012,Murder,Solved,Waltham Forest,Black
1,45 to 54,Female,Not known/Not Recorded,Yes,May 2012,Murder,Solved,Waltham Forest,White
1,35 to 44,Male,"Physical Assault, no weapon",No,May 2012,Murder,Solved,Newham,Asian
1,55 to 64,Female,"Physical Assault, no weapon",No,Jun 2012,Murder,Solved,Kingston Upon Thames,White
1,25 to 34,Male,Shooting,No,Jun 2012,Murder,Solved,Ealing,Black
1,20 to 24,Female,Knife or Sharp Implement,No,Jun 2012,Murder,Solved,Islington,White
1,20 to 24,Male,Shooting,No,Jun 2012,Murder,Solved,Lewisham,Black
1,20 to 24,Male,"Physical Assault, no weapon",No,Jun 2012,Murder,Solved,Bromley,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jun 2012,Murder,Solved,Greenwich,Asian
1,0 to 12,Male,Other Method of Killing,No,Jun 2012,Manslaughter,Solved,Bexley,Black
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2012,Murder,Solved,Sutton,White
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2012,Murder,Unsolved,Waltham Forest,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2012,Murder,Solved,Newham,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Jun 2012,Murder,Solved,Westminster,White
1,45 to 54,Male,"Physical Assault, no weapon",No,Jun 2012,Murder,Solved,Westminster,White
1,65 and over,Male,"Physical Assault, no weapon",Yes,Jul 2012,Murder,Solved,Islington,White
1,65 and over,Female,Not known/Not Recorded,No,Jul 2012,Murder,Unsolved,Greenwich,White
1,25 to 34,Male,Shooting,No,Jul 2012,Murder,Solved,Croydon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Yes,Jul 2012,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2012,Murder,Solved,Lambeth,Black
1,65 and over,Female,Knife or Sharp Implement,No,Aug 2012,Murder,Solved,Haringey,White
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2012,Murder,Solved,Lewisham,Black
1,0 to 12,Female,Not known/Not Recorded,No,Aug 2012,Murder,Solved,Croydon,White
1,45 to 54,Female,Knife or Sharp Implement,No,Aug 2012,Murder,Solved,Sutton,White
1,25 to 34,Male,Not known/Not Recorded,No,Aug 2012,Murder,Solved,Redbridge,Asian
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2012,Murder,Solved,Waltham Forest,White
1,35 to 44,Male,Blunt Implement,No,Aug 2012,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,No,Aug 2012,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male,"Physical Assault, no weapon",No,Aug 2012,Murder,Solved,Westminster,White
1,0 to 12,Unrecorded,Not known/Not Recorded,No,Sep 2012,Murder,Solved,Wandsworth,White
1,35 to 44,Male,Other Method of Killing,No,Sep 2012,Manslaughter,Unsolved,Lambeth,White
1,13 to 19,Male,Knife or Sharp Implement,No,Sep 2012,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Sep 2012,Murder,Solved,Brent,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Sep 2012,Murder,Solved,Brent,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Sep 2012,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Sep 2012,Murder,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Sep 2012,Murder,Solved,Lewisham,Black
1,55 to 64,Male,Knife or Sharp Implement,Yes,Sep 2012,Murder,Solved,Enfield,White
1,20 to 24,Male,Knife or Sharp Implement,No,Oct 2012,Murder,Solved,Kingston Upon Thames,Black
1,65 and over,Female,Blunt Implement,No,Oct 2012,Murder,Solved,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,No,Oct 2012,Murder,Solved,Haringey,White
1,45 to 54,Male,Knife or Sharp Implement,No,Oct 2012,Murder,Solved,Southwark,White
1,20 to 24,Male,Knife or Sharp Implement,No,Oct 2012,Murder,Solved,Greenwich,Black
1,45 to 54,Male,Knife or Sharp Implement,Yes,Oct 2012,Murder,Solved,Waltham Forest,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Oct 2012,Murder,Unsolved,Enfield,Black
1,65 and over,Male,Knife or Sharp Implement,No,Oct 2012,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male,"Physical Assault, no weapon",No,Nov 2012,Murder,Solved,Richmond Upon Thames,White
1,35 to 44,Male,Other Method of Killing,No,Nov 2012,Murder,Solved,Camden,White
1,55 to 64,Male,"Physical Assault, no weapon",No,Nov 2012,Murder,Solved,Camden,White
1,65 and over,Female,Other Method of Killing,No,Nov 2012,Murder,Solved,Ealing,White
1,55 to 64,Male,Not known/Not Recorded,No,Nov 2012,Murder,Solved,Ealing,Black
1,20 to 24,Male,Blunt Implement,No,Nov 2012,Murder,Solved,Lewisham,Asian
1,45 to 54,Male,Not known/Not Recorded,No,Nov 2012,Manslaughter,Unsolved,Bromley,White
1,35 to 44,Male,Shooting,No,Nov 2012,Murder,Solved,Greenwich,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Nov 2012,Murder,Solved,Redbridge,Black
1,13 to 19,Male,Other Method of Killing,No,Nov 2012,Manslaughter,Solved,Redbridge,White
1,25 to 34,Female,Blunt Implement,Yes,Nov 2012,Murder,Solved,Hackney,White
1,20 to 24,Female,Knife or Sharp Implement,Yes,Nov 2012,Murder,Solved,Enfield,Black
1,65 and over,Male,Knife or Sharp Implement,No,Nov 2012,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male,Other Method of Killing,No,Dec 2012,Murder,Unsolved,Wandsworth,White
1,65 and over,Female,Knife or Sharp Implement,Yes,Dec 2012,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,No,Dec 2012,Murder,Solved,Hounslow,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Dec 2012,Murder,Solved,Brent,Black
1,65 and over,Female,"Physical Assault, no weapon",Yes,Dec 2012,Murder,Solved,Ealing,White
1,45 to 54,Male,"Physical Assault, no weapon",No,Dec 2012,Murder,Unsolved,Islington,White
1,25 to 34,Male,"Physical Assault, no weapon",No,Dec 2012,Murder,Solved,Southwark,White
1,13 to 19,Male,Knife or Sharp Implement,No,Dec 2012,Murder,Solved,Southwark,White
1,55 to 64,Male,Blunt Implement,No,Dec 2012,Manslaughter,Solved,Bromley,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Dec 2012,Murder,Solved,Croydon,White
1,45 to 54,Male,Knife or Sharp Implement,No,Dec 2012,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Not known/Not Recorded,No,Dec 2012,Murder,Solved,Havering,White
1,35 to 44,Male,Knife or Sharp Implement,No,Dec 2012,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Female,Blunt Implement,Yes,Jan 2013,Murder,Solved,Lambeth,White
1,35 to 44,Male,Not known/Not Recorded,No,Jan 2013,Murder,Solved,Lambeth,White
1,65 and over,Female,Knife or Sharp Implement,Yes,Jan 2013,Murder,Solved,Barnet,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Jan 2013,Murder,Solved,Greenwich,White
1,25 to 34,Female,"Physical Assault, no weapon",Yes,Jan 2013,Murder,Solved,Croydon,Black
1,35 to 44,Male,"Physical Assault, no weapon",No,Jan 2013,Murder,Solved,Hackney,White
1,35 to 44,Male,Blunt Implement,No,Jan 2013,Manslaughter,Solved,Enfield,White
1,45 to 54,Male,Knife or Sharp Implement,No,Jan 2013,Murder,Solved,Havering,White
1,13 to 19,Male,Knife or Sharp Implement,No,Jan 2013,Murder,Solved,Westminster,Other
1,13 to 19,Male,Knife or Sharp Implement,No,Feb 2013,Murder,Solved,Wandsworth,Black
1,55 to 64,Male,Other Method of Killing,No,Feb 2013,Murder,Solved,Ealing,White
1,25 to 34,Male,Blunt Implement,No,Feb 2013,Murder,Solved,Ealing,White
1,65 and over,Female,Knife or Sharp Implement,Yes,Feb 2013,Murder,Solved,Lewisham,Black
1,35 to 44,Female,Knife or Sharp Implement,Yes,Feb 2013,Murder,Solved,Hackney,White
1,13 to 19,Male,Shooting,No,Feb 2013,Murder,Solved,Hackney,Black
1,35 to 44,Male,Other Method of Killing,No,Feb 2013,Manslaughter,Solved,Havering,White
1,0 to 12,Male,Not known/Not Recorded,No,Mar 2013,Murder,Solved,Lambeth,Black
1,45 to 54,Male,"Physical Assault, no weapon",No,Mar 2013,Murder,Solved,Islington,White
1,20 to 24,Male,Knife or Sharp Implement,No,Mar 2013,Murder,Solved,Haringey,Black
1,0 to 12,Male,Not known/Not Recorded,No,Mar 2013,Murder,Solved,Lewisham,Black
1,25 to 34,Female,Knife or Sharp Implement,Yes,Mar 2013,Murder,Solved,Barking & Dagenham,Black
1,35 to 44,Male,Other Method of Killing,No,Mar 2013,Corporate Manslaughter,Unsolved,Westminster,White
1,65 and over,Male,Not known/Not Recorded,No,Mar 2013,Murder,Solved,Westminster,White
1,55 to 64,Male,Blunt Implement,No,Mar 2013,Murder,Solved,Westminster,White
1,0 to 12,Female,Other Method of Killing,No,Apr 2013,Murder,Solved,Hillingdon,Asian
1,0 to 12,Female,Other Method of Killing,No,Apr 2013,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Shooting,No,Apr 2013,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,No,Apr 2013,Murder,Solved,Islington,Black
1,45 to 54,Male,Knife or Sharp Implement,Yes,Apr 2013,Murder,Solved,Greenwich,White
1,13 to 19,Male,Shooting,No,Apr 2013,Murder,Solved,Enfield,Black
1,25 to 34,Male,Shooting,No,Apr 2013,Murder,Solved,Enfield,White
1,55 to 64,Male,Blunt Implement,No,May 2013,Murder,Solved,Merton,White
1,55 to 64,Female,"Physical Assault, no weapon",Yes,May 2013,Murder,Solved,Camden,White
1,65 and over,Female,Other Method of Killing,No,May 2013,Murder,Solved,Lewisham,White
1,13 to 19,Male,Shooting,No,May 2013,Murder,Solved,Bromley,Black
1,25 to 34,Male,Knife or Sharp Implement,No,May 2013,Murder,Solved,Greenwich,White
1,65 and over,Female,"Physical Assault, no weapon",No,May 2013,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,No,May 2013,Murder,Solved,Hackney,Black
1,55 to 64,Male,"Physical Assault, no weapon",No,May 2013,Murder,Solved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,No,May 2013,Murder,Solved,Newham,Black
1,25 to 34,Male,Knife or Sharp Implement,No,Jun 2013,Murder,Solved,Kingston Upon Thames,White
1,45 to 54,Male,Other Method of Killing,No,Jun 2013,Manslaughter,Solved,Lambeth,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Jun 2013,Murder,Solved,Islington,Black
1,25 to 34,Male,Other Method of Killing,No,Jun 2013,Murder,Solved,Islington,White
1,55 to 64,Male,Knife or Sharp Implement,No,Jun 2013,Murder,Solved,Greenwich,White
1,35 to 44,Male,Other Method of Killing,No,Jun 2013,Manslaughter,Solved,Croydon,White
1,35 to 44,Male,Knife or Sharp Implement,No,Jun 2013,Murder,Solved,Tower Hamlets,White
1,55 to 64,Female,Shooting,Yes,Jun 2013,Murder,Solved,Barking & Dagenham,White
1,65 and over,Female,"Physical Assault, no weapon",Yes,Jun 2013,Murder,Solved,Newham,White
1,65 and over,Male,Knife or Sharp Implement,Yes,Jun 2013,Murder,Solved,Newham,Asian
1,35 to 44,Female,Knife or Sharp Implement,Yes,Jul 2013,Murder,Solved,Wandsworth,White
1,35 to 44,Female,"Physical Assault, no weapon",Yes,Jul 2013,Murder,Solved,Hillingdon,Asian
1,25 to 34,Female,Knife or Sharp Implement,Yes,Jul 2013,Murder,Solved,Lambeth,Black
1,25 to 34,Female,Not known/Not Recorded,No,Jul 2013,Murder,Solved,Barnet,White
1,35 to 44,Male,Other Method of Killing,No,Jul 2013,Manslaughter,Solved,Ealing,Asian
1,20 to 24,Female,Blunt Implement,Yes,Jul 2013,Murder,Solved,Southwark,White
1,35 to 44,Female,"Physical Assault, no weapon",Yes,Jul 2013,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,No,Jul 2013,Murder,Solved,Tower Hamlets,White
1,45 to 54,Male,Other Method of Killing,No,Jul 2013,Murder,Solved,Hackney,Black
1,45 to 54,Male,Not known/Not Recorded,No,Jul 2013,Murder,Solved,Waltham Forest,White
1,25 to 34,Female,Knife or Sharp Implement,Yes,Jul 2013,Murder,Solved,Waltham Forest,Black
1,45 to 54,Male,Knife or Sharp Implement,No,Jul 2013,Murder,Solved,Enfield,Black
1,45 to 54,Male,Other Method of Killing,No,Jul 2013,Manslaughter,Solved,Newham,Black
1,20 to 24,Female,Shooting,No,Aug 2013,Murder,Solved,Brent,Black
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2013,Murder,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,Yes,Aug 2013,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2013,Murder,Unsolved,Ealing,Asian
1,0 to 12,Female,Not known/Not Recorded,No,Aug 2013,Murder,Solved,Haringey,Asian
1,20 to 24,Female,Knife or Sharp Implement,Yes,Aug 2013,Murder,Solved,Lewisham,White
1,13 to 19,Male,Knife or Sharp Implement,No,Aug 2013,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Male,Knife or Sharp Implement,No,Aug 2013,Murder,Solved,Hackney,Black
